Player,Pos,Age,Tm_x,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Salary
Romeo Langford,SG,22,TOT,45,5,16.5,1.8,4.2,.436,0.6,1.9,.345,1.2,2.3,.510,.513,0.5,0.8,.553,0.7,1.7,2.3,0.4,0.5,0.4,0.4,1.0,4.8,9.4,.523,.447,.202,4.4,10.6,7.6,3.5,1.4,2.0,7.2,13.1,0.3,1.0,1.3,.083,-2.2,0.9,-1.3,0.1,"$3,804,360"
Royce O'Neale,SF,28,UTA,71,71,31.5,2.8,5.8,.478,1.6,4.0,.406,1.1,1.8,.638,.618,0.6,0.7,.808,0.8,4.1,4.9,2.5,1.2,0.5,1.0,2.4,7.7,11.2,.634,.690,.127,2.9,13.7,8.5,10.6,1.9,1.3,13.7,9.8,3.1,2.5,5.6,.121,-0.4,1.8,1.4,1.9,"$8,678,571"
Rudy Gay,PF,35,UTA,51,1,18.9,2.8,7.0,.403,1.3,3.8,.339,1.5,3.2,.479,.494,1.2,1.5,.789,1.1,3.4,4.4,1.0,0.5,0.3,0.8,1.8,8.1,12.8,.529,.538,.213,6.3,18.9,12.8,7.6,1.2,1.4,9.9,19.6,0.7,1.1,1.8,.090,-0.9,-0.5,-1.4,0.1,"$5,890,000"
Rudy Gobert,C,29,UTA,59,59,31.9,5.4,7.6,.712,0.0,0.0,.000,5.4,7.6,.715,.712,4.4,6.3,.702,3.6,10.9,14.6,1.1,0.6,2.1,1.7,2.6,15.3,24.9,.735,.004,.825,12.9,36.2,24.9,5.2,1.0,5.9,14.4,16.6,6.7,3.7,10.4,.266,3.0,1.7,4.7,3.2,"$35,344,828"
Rui Hachimura,PF,23,WAS,34,5,20.6,4.0,8.1,.487,1.2,2.7,.462,2.7,5.5,.500,.563,0.9,1.3,.744,0.5,3.0,3.5,1.0,0.6,0.1,0.8,1.3,10.1,14.6,.581,.329,.155,2.9,15.6,9.4,7.6,1.5,0.6,8.1,20.4,0.6,0.5,1.1,.074,0.0,-1.6,-1.6,0.1,"$4,916,160"
Russell Westbrook,PG,33,LAL,73,73,34.4,6.9,15.7,.439,1.0,3.4,.296,5.9,12.3,.479,.471,3.3,5.0,.666,1.4,6.1,7.5,7.2,1.0,0.3,3.8,3.0,18.2,14.7,.506,.218,.318,4.5,18.8,11.7,31.7,1.4,0.7,17.7,27.2,-0.7,2.2,1.5,.029,-0.9,-0.9,-1.8,0.1,"$44,211,146"
Ryan Arcidiacono,PG,27,NYK,6,0,2.8,0.3,0.5,.667,0.3,0.3,1.000,0.0,0.2,.000,1.000,0.0,0.0,,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.0,13.3,1.000,.667,.000,0.0,6.4,3.2,0.0,0.0,0.0,0.0,7.7,0.0,0.0,0.1,.150,2.4,0.9,3.3,0.0,"$586,136"
Saben Lee,PG,22,DET,34,0,15.3,1.8,4.6,.387,0.4,1.5,.250,1.4,3.0,.456,.429,1.2,1.6,.792,0.4,1.9,2.2,2.4,0.9,0.3,0.8,1.1,5.1,13.5,.491,.335,.342,2.6,13.8,7.9,23.8,3.0,1.9,13.2,17.0,0.2,0.6,0.8,.071,-2.1,1.9,-0.2,0.2,"$1,489,065"
Saddiq Bey,SF,22,DET,75,75,33.7,5.5,14.0,.396,2.6,7.5,.345,2.9,6.5,.456,.489,2.6,3.2,.820,1.4,4.3,5.7,2.9,0.9,0.2,1.2,1.6,16.3,14.0,.529,.537,.228,4.2,14.4,9.1,13.6,1.3,0.6,7.4,21.1,2.3,1.6,3.9,.073,0.9,-1.2,-0.3,1.1,"$2,824,320"
Sam Dekker,PF,27,TOR,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.000,-6.1,-3.5,-9.6,0.0,"$350,000"
Sam Hauser,SF,24,BOS,22,0,5.3,0.8,1.7,.459,0.7,1.5,.455,0.1,0.2,.500,.662,0.0,0.0,,0.2,0.7,0.9,0.2,0.0,0.1,0.1,0.3,2.2,14.1,.662,.892,.000,3.8,14.4,9.2,5.0,0.4,1.6,5.1,14.7,0.2,0.1,0.4,.157,2.3,-0.3,2.0,0.1,"$313,737"
Sam Merrill,SG,25,MEM,6,0,9.7,1.3,4.0,.333,1.2,3.8,.304,0.2,0.2,1.000,.479,0.3,0.7,.500,0.2,1.0,1.2,0.7,0.0,0.0,0.3,0.5,4.2,7.6,.485,.958,.167,1.8,11.0,6.3,9.0,0.0,0.0,7.2,19.6,0.0,0.0,0.0,.032,-2.1,-3.5,-5.6,-0.1,"$663,024"
Santi Aldama,PF,21,MEM,29,0,10.3,1.3,3.5,.376,0.1,1.4,.098,1.2,2.1,.567,.396,0.4,0.7,.600,0.8,1.5,2.3,0.5,0.1,0.3,0.4,1.0,3.2,7.8,.419,.406,.198,8.3,15.3,11.7,6.5,0.3,2.7,9.1,16.6,-0.2,0.3,0.1,.020,-5.2,-1.7,-6.9,-0.4,"$1,994,520"
Scottie Barnes,PF,20,TOR,67,67,35.7,6.2,12.7,.489,0.8,2.6,.298,5.4,10.1,.537,.519,2.1,2.9,.727,2.6,4.9,7.6,3.5,1.1,0.8,1.9,2.6,15.3,16.2,.547,.201,.228,7.6,15.9,11.5,14.7,1.6,2.2,11.9,19.1,3.2,2.6,5.8,.116,0.4,0.3,0.8,1.6,"$7,280,520"
Semi Ojeleye,PF,27,TOT,30,0,13.5,1.0,3.3,.303,0.5,1.7,.300,0.5,1.6,.306,.379,0.8,1.0,.793,0.9,1.6,2.5,0.3,0.2,0.2,0.3,1.0,3.3,6.7,.438,.505,.293,7.2,11.9,9.6,2.9,0.8,1.4,7.5,12.8,-0.1,0.3,0.3,.031,-4.1,-1.7,-5.8,-0.4,"$1,789,256"
Serge Ibaka,C-PF,32,TOT,51,11,16.4,2.7,5.5,.495,0.7,1.9,.375,2.0,3.7,.556,.558,0.6,0.9,.727,1.1,3.5,4.6,0.9,0.2,0.6,0.8,1.8,6.8,14.5,.575,.339,.155,7.4,22.0,14.9,8.2,0.6,3.5,11.9,17.9,0.7,1.1,1.8,.105,-1.3,-0.1,-1.5,0.1,"$9,742,000"
Seth Curry,SG,31,TOT,60,60,33.5,5.7,11.7,.489,2.5,5.8,.424,3.3,5.9,.552,.594,1.3,1.4,.872,0.3,2.8,3.2,3.7,0.8,0.2,1.8,2.3,15.1,13.9,.614,.496,.123,1.1,9.2,5.2,16.8,1.2,0.6,12.5,18.7,2.6,1.4,4.0,.095,0.3,-0.9,-0.6,0.7,"$8,186,047"
Shai Gilgeous-Alexander,PG,23,OKC,56,56,34.7,8.5,18.8,.453,1.6,5.3,.300,6.9,13.5,.514,.496,5.9,7.2,.810,0.7,4.3,5.0,5.9,1.3,0.8,2.8,2.5,24.5,21.1,.557,.282,.385,1.9,12.9,7.3,31.2,1.8,2.2,11.1,30.8,2.9,1.9,4.8,.118,2.9,0.5,3.4,2.7,"$5,495,532"
Shake Milton,PG,25,PHI,47,6,21.5,3.1,7.5,.413,0.7,2.4,.292,2.4,5.1,.471,.460,1.1,1.3,.850,0.6,2.1,2.7,2.5,0.5,0.3,0.9,1.8,8.0,11.0,.495,.322,.171,2.9,10.7,6.9,17.4,1.2,1.3,10.0,18.7,0.2,0.9,1.0,.049,-2.2,-0.6,-2.8,-0.2,"$1,846,738"
Solomon Hill,PF,30,ATL,13,1,10.7,0.2,1.5,.150,0.2,1.0,.154,0.1,0.5,.143,.200,0.0,0.0,,0.5,1.3,1.8,0.9,0.3,0.2,0.1,1.2,0.6,3.3,.200,.650,.000,4.8,13.4,9.1,10.3,1.4,1.3,4.8,6.6,-0.1,0.1,0.0,-0.008,-5.1,1.1,-4.1,-0.1,"$2,389,641"
Spencer Dinwiddie,PG,28,TOT,61,51,30.3,4.7,11.4,.411,1.7,5.0,.331,3.0,6.3,.475,.485,3.0,3.8,.783,0.7,3.7,4.4,5.3,0.7,0.2,1.5,2.4,14.0,15.1,.536,.444,.332,2.6,13.2,7.9,26.0,1.1,0.6,10.5,21.4,2.5,1.3,3.8,.098,0.7,-0.4,0.4,1.1,"$17,142,857"
Stanley Johnson,PF,25,LAL,40,22,21.8,2.4,5.0,.480,0.7,2.0,.346,1.7,2.9,.573,.551,0.8,1.1,.721,0.7,2.4,3.1,1.7,0.9,0.3,0.6,2.4,6.2,11.0,.574,.409,.217,3.2,11.8,7.5,10.3,2.0,1.3,9.2,11.8,1.0,0.8,1.7,.095,-2.7,0.5,-2.2,0.0,"$888,616"
Stanley Johnson,PF,25,LAL,40,22,21.8,2.4,5.0,.480,0.7,2.0,.346,1.7,2.9,.573,.551,0.8,1.1,.721,0.7,2.4,3.1,1.7,0.9,0.3,0.6,2.4,6.2,11.0,.574,.409,.217,3.2,11.8,7.5,10.3,2.0,1.3,9.2,11.8,1.0,0.8,1.7,.095,-2.7,0.5,-2.2,0.0,"$888,616"
Stephen Curry,PG,33,GSW,64,64,34.5,8.4,19.1,.437,4.5,11.7,.380,3.9,7.4,.527,.554,4.3,4.7,.923,0.5,4.7,5.2,6.3,1.3,0.4,3.2,2.0,25.5,21.6,.601,.613,.243,1.7,14.5,8.3,30.5,1.9,1.0,13.2,30.8,4.8,3.2,8.0,.174,5.5,0.3,5.8,4.3,"$45,780,966"
Sterling Brown,SG,26,DAL,48,3,12.8,1.2,3.1,.376,0.6,1.9,.303,0.6,1.3,.483,.466,0.3,0.3,.933,0.5,2.5,3.0,0.7,0.3,0.1,0.5,1.1,3.2,8.3,.492,.597,.101,4.6,21.6,13.1,7.7,1.1,1.0,12.9,13.1,-0.1,0.9,0.8,.060,-3.4,0.4,-3.0,-0.2,"$3,000,000"
Steven Adams,C,28,MEM,72,71,26.3,2.8,5.2,.546,0.0,0.0,.000,2.8,5.2,.547,.546,1.5,2.7,.550,4.7,5.3,10.0,3.3,0.9,0.8,1.5,1.9,7.1,18.0,.560,.003,.513,18.2,21.4,19.8,15.7,1.6,2.7,19.0,12.2,3.8,2.8,6.6,.168,1.2,0.8,2.0,1.9,"$17,073,171"
Svi Mykhailiuk,SF,24,TOR,54,5,13.0,1.6,4.2,.392,0.7,2.4,.305,0.9,1.8,.505,.478,0.6,0.7,.865,0.4,1.3,1.7,0.8,0.4,0.1,0.6,1.0,4.6,9.8,.512,.564,.163,2.9,11.7,7.1,9.0,1.7,0.6,11.0,16.6,0.2,0.6,0.8,.055,-2.5,-0.4,-2.9,-0.2,"$1,729,217"
T.J. McConnell,PG,29,IND,24,6,24.2,3.8,7.5,.503,0.3,1.0,.280,3.5,6.5,.538,.522,0.5,0.6,.800,0.8,2.5,3.3,4.8,1.0,0.4,1.2,1.8,8.4,15.2,.536,.138,.083,3.6,11.8,7.6,28.6,2.1,1.3,13.0,15.9,0.9,0.4,1.2,.100,-0.3,1.6,1.3,0.5,"$7,500,000"
Taj Gibson,C,36,NYK,47,4,18.1,1.6,3.0,.539,0.3,0.6,.448,1.3,2.4,.563,.585,0.7,0.9,.795,1.7,2.7,4.4,0.6,0.4,0.8,0.5,2.8,4.3,11.9,.624,.206,.312,9.6,16.6,13.0,4.6,1.1,4.3,13.0,9.5,1.3,1.1,2.4,.135,-3.0,1.0,-2.1,0.0,"$4,910,000"
Talen Horton-Tucker,SG,21,LAL,53,16,25.4,3.5,8.6,.412,0.8,3.0,.266,2.8,5.6,.490,.458,1.5,1.9,.770,0.6,2.6,3.2,2.6,0.9,0.5,1.4,2.5,9.3,10.0,.495,.346,.219,2.7,10.9,6.8,14.5,1.7,1.8,13.2,18.4,-0.4,1.1,0.7,.023,-3.6,-0.3,-3.9,-0.6,"$9,500,000"
Taurean Prince,PF,27,MIN,64,8,16.8,2.6,5.6,.457,1.3,3.3,.379,1.3,2.3,.572,.570,0.9,1.1,.764,0.3,2.2,2.5,0.9,0.7,0.3,0.8,1.6,7.3,12.8,.594,.596,.201,2.0,14.2,8.0,7.8,2.0,2.0,10.9,17.1,1.0,1.2,2.1,.096,-0.7,0.2,-0.5,0.4,"$15,057,692"
Terance Mann,SF,25,LAC,74,31,29.0,4.1,8.6,.480,1.0,2.6,.362,3.2,6.0,.532,.535,1.6,2.1,.783,1.3,4.1,5.5,2.6,0.7,0.2,1.0,2.2,10.8,13.4,.569,.307,.238,4.9,14.7,9.9,13.0,1.3,0.6,9.7,16.0,2.8,2.2,5.0,.111,-0.9,0.2,-0.7,0.7,"$1,782,621"
Terence Davis,SG,24,SAC,30,11,17.9,3.8,8.9,.423,1.6,5.0,.329,2.1,3.9,.542,.515,1.2,1.5,.818,0.4,2.8,3.1,1.3,0.8,0.4,1.1,2.3,10.4,14.7,.543,.558,.165,2.2,17.1,9.5,11.9,2.2,1.8,10.3,25.5,0.0,0.5,0.5,.046,-0.5,-0.4,-0.9,0.2,"$4,000,000"
Terrence Ross,SG,30,ORL,61,0,23.2,3.5,8.9,.399,1.2,4.2,.297,2.3,4.7,.490,.469,1.8,2.0,.864,0.3,2.2,2.6,1.9,0.5,0.2,1.2,1.1,10.1,10.1,.516,.472,.231,1.5,10.2,5.8,12.5,1.0,0.8,11.2,20.6,-0.5,0.8,0.4,.013,-2.5,-1.2,-3.7,-0.6,"$12,500,000"
Terry Rozier,SG,27,CHO,67,67,34.0,7.1,16.1,.443,3.1,8.2,.382,4.0,7.9,.508,.541,2.1,2.4,.847,0.8,3.6,4.3,4.4,1.3,0.4,1.4,1.7,19.5,17.5,.568,.512,.151,2.3,11.2,6.7,19.4,1.8,1.0,7.5,23.2,4.0,1.5,5.4,.115,2.5,-0.6,1.9,2.2,"$17,905,263"
Thaddeus Young,PF,33,TOT,45,1,15.7,2.8,5.2,.528,0.3,0.7,.364,2.5,4.5,.554,.553,0.4,0.9,.436,1.5,2.4,3.9,2.0,1.0,0.4,1.1,1.5,6.2,17.0,.549,.140,.166,9.9,16.5,13.1,17.9,3.0,2.2,16.0,18.0,0.7,1.0,1.7,.114,0.0,1.8,1.9,0.7,"$14,190,000"
Thanasis Antetokounmpo,SF,29,MIL,44,5,9.0,1.2,2.3,.510,0.0,0.3,.091,1.1,2.0,.562,.515,0.5,0.8,.618,0.9,1.3,2.1,0.4,0.3,0.2,0.5,1.4,2.8,11.4,.539,.110,.340,10.6,14.2,12.5,6.5,1.7,2.2,14.8,14.5,0.3,0.5,0.7,.090,-4.0,0.4,-3.7,-0.2,"$1,729,217"
Thomas Bryant,C,24,WAS,23,9,17.3,3.2,6.0,.529,0.5,1.7,.282,2.7,4.3,.626,.569,1.5,1.7,.875,1.1,2.9,4.0,1.0,0.3,0.8,0.8,1.8,8.3,17.6,.617,.283,.290,7.3,18.0,12.7,8.9,0.7,3.8,10.4,19.4,0.8,0.3,1.1,.132,0.1,-0.7,-0.7,0.1,"$8,730,159"
Théo Maledon,PG,20,OKC,48,4,16.9,2.0,5.7,.360,0.8,2.8,.287,1.2,2.8,.434,.432,1.5,1.9,.789,0.4,2.1,2.4,1.9,0.6,0.2,1.2,1.2,6.4,9.9,.491,.500,.331,2.2,12.7,7.4,16.9,1.7,1.0,15.2,19.6,-0.5,0.7,0.2,.011,-4.1,-0.7,-4.8,-0.6,"$2,000,000"
Tim Hardaway Jr.,SG,29,DAL,42,20,29.6,5.0,12.6,.394,2.4,7.2,.336,2.5,5.4,.473,.491,1.9,2.5,.757,0.3,3.4,3.7,2.2,0.9,0.1,0.8,1.8,14.2,12.9,.520,.574,.194,1.1,12.8,6.9,11.5,1.5,0.4,5.6,22.0,0.6,1.5,2.1,.080,-0.4,0.2,-0.2,0.6,"$21,306,816"
Timothé Luwawu-Cabarrot,SF,26,ATL,46,14,12.3,1.3,3.4,.389,0.8,2.3,.364,0.5,1.1,.440,.513,0.6,0.7,.867,0.3,1.2,1.4,0.7,0.3,0.1,0.4,1.3,4.1,8.9,.549,.682,.191,2.5,10.2,6.4,7.3,1.4,0.8,9.6,14.5,0.4,0.2,0.6,.049,-2.5,-1.2,-3.7,-0.2,"$1,939,350"
Tobias Harris,PF,29,PHI,65,65,35.0,6.9,14.2,.482,1.3,3.6,.356,5.6,10.6,.525,.528,2.5,3.0,.844,1.1,5.8,6.9,3.4,0.6,0.6,1.6,2.1,17.5,16.3,.564,.255,.208,3.5,18.2,11.0,16.1,0.8,1.5,9.2,22.0,2.8,2.3,5.1,.107,0.8,-0.7,0.1,1.2,"$36,000,000"
Tomáš Satoranský,SG,30,TOT,47,5,15.6,1.2,3.4,.358,0.2,1.0,.200,1.0,2.4,.421,.387,0.8,1.0,.804,0.5,1.6,2.1,2.5,0.6,0.1,0.7,1.2,3.4,9.0,.446,.283,.289,3.4,11.2,7.3,21.4,1.8,0.5,16.3,12.7,0.1,0.5,0.6,.039,-4.2,-0.1,-4.3,-0.4,"$10,468,119"
Tomáš Satoranský,SG,30,TOT,47,5,15.6,1.2,3.4,.358,0.2,1.0,.200,1.0,2.4,.421,.387,0.8,1.0,.804,0.5,1.6,2.1,2.5,0.6,0.1,0.7,1.2,3.4,9.0,.446,.283,.289,3.4,11.2,7.3,21.4,1.8,0.5,16.3,12.7,0.1,0.5,0.6,.039,-4.2,-0.1,-4.3,-0.4,"$10,468,119"
Tony Bradley,C,24,CHI,51,7,10.3,1.3,2.2,.577,0.0,0.0,,1.3,2.2,.577,.577,0.3,0.5,.680,1.2,2.2,3.4,0.5,0.2,0.6,0.6,1.1,2.8,14.4,.594,.000,.225,13.0,24.1,18.6,6.7,0.9,5.3,19.7,12.8,0.6,0.7,1.2,.114,-2.1,0.5,-1.7,0.0,"$1,789,256"
Tony Snell,SG,30,TOT,49,12,15.8,1.2,3.1,.392,0.9,2.4,.353,0.4,0.7,.529,.529,0.1,0.1,1.000,0.3,1.7,2.0,0.5,0.3,0.2,0.4,1.3,3.4,5.9,.535,.778,.020,2.1,12.4,7.1,4.4,0.9,1.1,10.4,9.6,0.1,0.2,0.3,.019,-3.4,-0.8,-4.3,-0.5,"$2,389,641"
Torrey Craig,SF,31,TOT,71,16,20.7,2.5,5.6,.453,0.9,2.9,.325,1.6,2.7,.589,.537,0.5,0.7,.750,1.1,3.0,4.1,1.2,0.5,0.5,0.9,1.9,6.5,10.9,.554,.514,.132,5.9,16.0,11.0,7.9,1.3,1.9,12.7,14.0,0.9,1.2,2.2,.071,-1.7,-0.2,-1.9,0.0,"$4,878,049"
Trae Young,PG,23,ATL,69,69,35.0,9.3,20.2,.458,3.0,7.9,.382,6.2,12.3,.506,.532,6.4,7.1,.902,0.7,3.1,3.8,9.6,1.0,0.1,4.0,1.7,28.0,25.1,.598,.390,.352,2.1,9.8,5.9,46.3,1.4,0.3,14.6,34.2,7.9,0.8,8.7,.172,6.9,-2.0,4.9,4.3,"$8,326,471"
Tre Jones,PG,22,SAS,62,6,15.3,2.1,4.4,.482,0.1,0.6,.128,2.0,3.8,.540,.491,0.9,1.1,.783,0.5,1.6,2.1,3.0,0.5,0.1,0.7,1.0,5.2,14.1,.531,.142,.252,3.0,11.4,7.2,25.7,1.7,0.5,11.9,15.3,1.3,0.7,2.0,.103,-1.4,0.2,-1.2,0.2,"$1,517,981"
Tre Mann,PG,20,OKC,60,26,22.8,3.9,9.8,.393,1.6,4.5,.360,2.2,5.3,.421,.476,1.1,1.4,.793,0.4,2.4,2.9,1.5,0.8,0.2,1.2,1.7,10.4,10.3,.501,.463,.139,1.9,11.1,6.4,10.7,1.7,0.8,10.2,22.0,-0.9,1.1,0.1,.005,-3.2,-1.1,-4.4,-0.8,"$2,901,240"
Trendon Watford,SF,21,POR,48,10,18.1,3.0,5.6,.532,0.2,0.8,.237,2.8,4.8,.581,.549,1.5,2.0,.755,1.2,3.0,4.1,1.7,0.5,0.6,0.9,2.4,7.6,15.9,.590,.142,.352,6.9,18.6,12.5,14.5,1.4,3.2,12.5,17.5,1.4,0.5,2.0,.108,-1.3,-0.4,-1.7,0.1,"$260,561"
Trevor Ariza,SF,36,LAL,22,10,18.9,1.3,3.7,.341,0.9,3.0,.303,0.4,0.7,.500,.463,0.4,0.7,.533,0.3,3.0,3.2,1.0,0.5,0.2,0.5,0.9,3.8,6.8,.474,.805,.183,1.6,16.7,9.2,7.0,1.4,0.9,10.1,10.2,-0.1,0.3,0.2,.028,-3.3,0.0,-3.3,-0.1,"$2,641,691"
Trey Burke,PG,29,DAL,39,0,10.7,2.1,5.3,.395,0.6,2.1,.313,1.4,3.2,.448,.456,0.5,0.6,.870,0.1,0.7,0.8,1.3,0.3,0.0,0.7,0.9,5.3,10.1,.481,.390,.112,1.1,7.2,4.1,20.2,1.3,0.0,10.8,26.0,-0.4,0.4,0.0,.003,-3.4,-1.5,-4.8,-0.3,"$3,333,333"
Trey Lyles,PF,26,TOT,69,17,20.2,3.4,7.4,.467,0.9,2.8,.318,2.6,4.6,.557,.526,2.5,3.1,.800,1.2,3.9,5.1,1.2,0.4,0.4,1.0,1.7,10.3,16.5,.586,.376,.422,6.3,21.5,13.6,9.2,0.9,2.0,10.2,20.7,2.1,1.1,3.2,.112,0.5,-0.8,-0.2,0.6,"$2,500,000"
Trey Murphy III,SF,21,NOP,55,0,13.3,1.6,4.1,.391,1.1,2.8,.382,0.5,1.3,.411,.520,0.6,0.7,.850,0.7,1.5,2.2,0.7,0.3,0.1,0.2,1.0,4.9,12.2,.552,.676,.178,5.8,12.7,9.2,6.9,1.3,0.9,4.7,15.0,1.1,0.5,1.6,.104,0.0,-1.1,-1.2,0.2,"$3,053,760"
Tristan Thompson,PF,30,TOT,50,5,15.8,2.5,4.7,.521,0.0,0.1,.333,2.4,4.7,.524,.523,1.1,2.1,.538,2.1,3.0,5.1,0.6,0.4,0.4,0.9,1.8,6.1,14.6,.538,.013,.441,14.2,21.2,17.7,5.5,1.4,2.0,13.2,17.8,0.6,0.7,1.3,.080,-1.9,-1.3,-3.2,-0.3,"$10,720,900"
Tristan Thompson,PF,30,TOT,50,5,15.8,2.5,4.7,.521,0.0,0.1,.333,2.4,4.7,.524,.523,1.1,2.1,.538,2.1,3.0,5.1,0.6,0.4,0.4,0.9,1.8,6.1,14.6,.538,.013,.441,14.2,21.2,17.7,5.5,1.4,2.0,13.2,17.8,0.6,0.7,1.3,.080,-1.9,-1.3,-3.2,-0.3,"$10,720,900"
Troy Brown Jr.,SF,22,CHI,61,6,16.1,1.6,3.9,.415,0.7,2.0,.347,0.9,1.9,.487,.504,0.3,0.4,.760,0.6,2.4,3.0,0.9,0.5,0.1,0.4,1.0,4.2,9.6,.520,.513,.106,4.3,16.5,10.5,7.4,1.5,0.4,8.5,12.1,0.5,0.8,1.3,.063,-1.9,-0.3,-2.2,0.0,"$5,170,564"
Ty Jerome,SG,24,OKC,48,4,16.7,2.6,6.8,.378,1.1,3.9,.290,1.5,3.0,.493,.460,0.8,1.0,.809,0.4,1.2,1.6,2.3,0.6,0.1,0.8,1.5,7.1,11.4,.488,.567,.143,2.4,7.6,5.0,21.4,1.8,0.6,9.6,20.8,0.0,0.6,0.6,.035,-2.1,-0.2,-2.3,-0.1,"$2,412,840"
Tyler Herro,SG,22,MIA,61,10,32.6,7.6,17.1,.445,2.6,6.7,.389,5.0,10.4,.480,.521,2.9,3.4,.873,0.5,4.3,4.8,3.9,0.7,0.1,2.6,1.4,20.8,16.3,.558,.391,.196,1.7,14.6,8.3,20.5,1.1,0.4,12.1,29.0,1.3,2.2,3.5,.085,1.6,-1.0,0.6,1.4,"$4,004,280"
Tyrell Terry,PG,21,MEM,2,0,1.5,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,20.1,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,0.0,0.0,0.0,.226,-3.4,2.5,-1.0,0.0,"$1,517,981"
Tyrell Terry,PG,21,MEM,2,0,1.5,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,20.1,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,0.0,0.0,0.0,.226,-3.4,2.5,-1.0,0.0,"$1,517,981"
Tyrese Haliburton,SG-PG,21,TOT,71,71,34.9,5.5,11.8,.462,2.1,5.2,.409,3.3,6.6,.504,.552,1.9,2.3,.834,0.8,3.2,4.0,8.1,1.7,0.6,2.6,1.5,14.9,17.7,.583,.438,.195,2.4,10.3,6.2,33.6,2.4,1.6,16.7,18.9,4.4,1.7,6.1,.117,2.5,-0.1,2.4,2.7,"$4,023,600"
Tyrese Maxey,PG,21,PHI,67,66,35.6,6.4,13.4,.481,1.7,4.0,.416,4.8,9.4,.509,.543,2.9,3.3,.857,0.4,3.0,3.4,4.3,0.7,0.4,1.1,2.1,17.4,16.1,.585,.297,.248,1.2,9.2,5.3,19.2,1.0,1.1,7.1,20.2,4.7,1.8,6.5,.130,1.2,-0.6,0.6,1.6,"$2,602,920"
Tyus Jones,PG,25,MEM,69,20,20.8,3.3,7.3,.451,1.0,2.7,.374,2.3,4.6,.497,.521,0.8,1.0,.818,0.2,2.2,2.4,4.4,0.9,0.0,0.6,0.4,8.4,16.6,.543,.372,.131,1.1,11.1,6.1,28.1,2.1,0.1,7.5,16.4,3.3,1.5,4.8,.160,1.1,0.5,1.6,1.3,"$7,522,200"
Udoka Azubuike,C,22,UTA,17,6,11.5,2.2,2.9,.755,0.0,0.0,,2.2,2.9,.755,.755,0.4,0.6,.545,1.1,3.1,4.2,0.0,0.1,0.6,0.7,1.5,4.7,17.6,.743,.000,.224,10.5,28.8,19.9,0.0,0.3,5.0,18.2,14.7,0.3,0.3,0.6,.156,-1.8,0.3,-1.5,0.0,"$2,075,880"
Udonis Haslem,C,41,MIA,11,0,5.5,1.2,2.3,.520,0.1,0.3,.333,1.1,2.0,.545,.540,0.3,0.3,1.000,0.4,1.4,1.7,0.3,0.1,0.1,0.4,1.0,2.7,14.0,.570,.120,.120,7.5,27.4,17.6,8.2,0.8,1.7,13.2,22.1,0.0,0.1,0.1,.098,-3.2,0.3,-2.9,0.0,"$2,641,691"
Usman Garuba,PF,19,HOU,18,0,7.2,0.6,1.5,.370,0.2,0.9,.250,0.3,0.6,.545,.444,0.2,0.2,.750,0.6,1.7,2.3,0.5,0.4,0.4,0.2,0.7,1.5,13.0,.469,.593,.148,8.5,26.5,17.5,9.5,3.0,4.9,12.2,10.8,0.1,0.2,0.2,.088,-1.7,1.7,0.1,0.1,"$2,353,320"
Vernon Carey Jr.,C,20,TOT,5,1,3.6,0.6,1.2,.500,0.0,0.0,,0.6,1.2,.500,.500,0.4,0.6,.667,0.6,0.4,1.0,0.0,0.2,0.0,0.2,0.2,1.6,16.3,.546,.000,.500,17.2,11.9,14.6,0.0,2.7,0.0,12.0,19.6,0.0,0.0,0.0,.095,-2.9,-5.2,-8.1,0.0,"$1,517,981"
Victor Oladipo,SG,29,MIA,6,0,18.3,2.5,6.7,.375,0.7,2.7,.250,1.8,4.0,.458,.425,0.7,1.0,.667,0.2,1.5,1.7,2.8,0.2,0.2,1.2,1.5,6.3,6.9,.446,.400,.150,1.0,9.1,5.1,22.8,0.5,1.0,14.1,20.1,-0.1,0.1,0.0,-0.005,-3.8,-1.4,-5.2,-0.1,"$2,389,641"
